id,title,year,rated,released,runtime,plot,language,country,awards,metascore,imdb_rating,imdb_votes,tomato_meter,tomato_rating,tomato_consensus,wiki_title,imdb_id,rt_title,created,updated
82,"29th Street",1991,R,"01 Nov 1991","101 min",,,"USA, Japan",N/A,N/A,7.2,"1,766",80,6.3,N/A,"29th Street (film)",tt0101252,29th_street,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:24 +0100"
83,2:37,2006,N/A,"17 Aug 2006","91 min",,,Australia,"1 win & 4 nominations.",N/A,7.0,"5,336",38,5.4,N/A,2:37,tt0472582,237,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:24 +0100"
84,"2 Days in New York",2012,R,"28 Mar 2012","96 min",,,"France, Germany, Belgium","1 nomination.",62,6.0,"9,430",64,6.2,N/A,"2 Days in New York",tt1602472,2_days_in_new_york,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:24 +0100"
85,"2 Days in Paris",2007,R,"17 May 2007","96 min",,,"France, Germany","2 wins & 3 nominations.",67,6.9,"23,267",85,6.8,"Delpy proves not only to be an adept actress, but makes her mark as a writer and director in this thought-provoking comedy that breaks the romantic comedy mold.","2 Days in Paris",tt0841044,two_days_in_paris,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:25 +0100"
86,"2 Days in the Valley",1996,R,"27 Sep 1996","104 min",,,USA,"1 nomination.",N/A,6.5,"13,879",60,6.0,"A labyrinthine thriller with a host of memorable characters, 2 Days in the Valley is an uneven but intriguing thriller/black comedy.","2 Days in the Valley",tt0115438,2_days_in_the_valley,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:25 +0100"
87,"2 Fast 2 Furious",2003,PG-13,"06 Jun 2003","107 min",,,"USA, Germany","3 wins & 13 nominations.",38,5.7,"126,131",36,4.7,"Beautiful people and beautiful cars in a movie that won't tax the brain cells.","2 Fast 2 Furious",tt0322259,2_fast_2_furious,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:25 +0100"
88,"2 Guns",2013,R,"02 Aug 2013","109 min",,,USA,"1 win.",55,6.8,"98,618",64,6.0,"Formulaic and often jarringly violent, 2 Guns rests its old-school appeal on the interplay between its charismatic, well-matched stars.","2 Guns",tt1272878,2_guns,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:26 +0100"
89,"Two or Three Things I Know About Her...",1967,"Not Rated","17 Mar 1967","87 min",,,France,N/A,N/A,7.0,"3,601",94,8.1,N/A,"2 or 3 Things I Know About Her",tt0060304,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:27 +0100"
90,"3, 2, 1... Frankie Go Boom",2012,"Not Rated","10 Mar 2012","89 min",,,USA,N/A,51,5.9,"2,965",41,5.1,N/A,"3,2,1... Frankie Go Boom",tt1772271,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:28 +0100"
91,3-Iron,2004,R,"15 Oct 2004","88 min",,,"South Korea, Japan","12 wins & 7 nominations.",72,8.1,"31,290",87,7.4,"A tender and moving romance from Spring, Summer, Fall, Winter... And Spring's director Kim Ki-Duk.",3-Iron,tt0423866,3-iron,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:29 +0100"
92,"3000 Miles to Graceland",2001,R,"23 Feb 2001","125 min",,,USA,"8 nominations.",21,5.9,"33,959",14,3.5,"While the premise sounds promising, the movie turns out to be a tedious and unnecessarily violent heist movie that's low on laughs and leaves no cliche unturned.","3000 Miles to Graceland",tt0233142,3000_miles_to_graceland,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:30 +0100"
93,300,2006,R,"09 Mar 2007","117 min",,,USA,"9 wins & 28 nominations.",51,7.8,"468,960",60,6.1,"A simple-minded but visually exciting experience, full of blood, violence, and ready-made movie quotes.","300 (film)",tt0416449,national_lampoons_christmas_vacation_2_cousin_eddies_big_island_adventure/news/1676825,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:31 +0100"
94,301/302,1995,Unrated,"03 May 1996","100 min",,,"South Korea",N/A,N/A,6.8,778,71,5.9,N/A,"301, 302",tt0112257,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:31 +0100"
95,"30 Days of Night: Dark Days",2010,R,"05 Oct 2010","92 min",,,USA,"2 wins.",N/A,4.4,"8,426",17,5.5,N/A,"30 Days of Night: Dark Days (film)",tt1320304,30-days-of-night-dark-days,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:32 +0100"
96,"30 Days of Night",2007,R,"19 Oct 2007","113 min",,,"USA, New Zealand","9 nominations.",53,6.6,"115,364",51,5.5,"While 30 Days of Night offers a few thrills, it ultimately succumbs to erratic execution.","30 Days of Night (film)",tt0389722,30_days_of_night,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:32 +0100"
97,"30 Minutes or Less",2011,R,"12 Aug 2011","83 min",,,"Germany, Canada, USA",N/A,49,6.2,"64,797",45,5.4,"It's sporadically funny and it benefits from a talented cast, but 30 Minutes or Less suffers from a disjointed narrative, and too often mistakes crude gags for true lowbrow humor.","30 Minutes or Less",tt1622547,30_minutes_or_less,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:32 +0100"
98,"35 Shots of Rum",2008,N/A,"18 Feb 2009","100 min",,,"France, Germany","2 wins & 4 nominations.",92,7.0,"2,496",97,8.1,"This slow-moving French family drama is rich, complex, subtle and emotionally eloquent.","35 Shots of Rum",tt1100048,35_shots_of_rum,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:33 +0100"
99,360,2011,R,"25 Jul 2012","110 min",,,"UK, Austria, France, Brazil","1 nomination.",43,6.1,"10,124",21,4.5,N/A,"360 (film)",tt1680045,360_2012,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:33 +0100"
100,"36 Hours",1965,Approved,"19 Feb 1965","115 min",,,USA,N/A,N/A,7.3,"2,211",N/A,N/A,N/A,"36 Hours",tt0057809,1068456-36_hours,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:33 +0100"
101,"36th Precinct",2004,N/A,"24 Nov 2004","111 min",,,France,"9 nominations.",N/A,7.2,"11,939",100,7.5,N/A,"36 Quai des Orfèvres (film)",tt0390808,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:33 +0100"
102,"3:10 to Yuma",1957,Approved,"13 Sep 1957","92 min",,,USA,"Nominated for 1 BAFTA Film Award. Another 2 wins & 1 nomination.",N/A,7.6,"12,282",96,7.6,N/A,"3:10 to Yuma (1957 film)",tt0050086,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:34 +0100"
103,"3:10 to Yuma",2007,R,"07 Sep 2007","122 min",,,USA,"Nominated for 2 Oscars. Another 5 wins & 19 nominations.",76,7.8,"192,627",88,7.5,"This remake of a classic Western improves on the original, thanks to fiery performances from Russell Crowe and Christian Bale as well as sharp direction from James Mangold.","3:10 to Yuma (2007 film)",tt0381849,310_to_yuma,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:34 +0100"
104,"3: The Dale Earnhardt Story",2004,N/A,"11 Dec 2004","92 min",,,USA,"Nominated for 1 Primetime Emmy. Another 2 nominations.",N/A,6.9,"1,285",84,N/A,N/A,"3: The Dale Earnhardt Story",tt0401088,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:34 +0100"
105,"3 Godfathers",1948,N/A,"01 Dec 1948","106 min",,,USA,N/A,N/A,7.2,"5,026",82,7.2,N/A,"3 Godfathers",tt0040064,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:35 +0100"
106,"3 Idiots",2009,PG-13,"25 Dec 2009","170 min",,,India,"20 wins & 13 nominations.",67,8.5,"107,796",100,7.0,N/A,"3 Idiots",tt1187043,3_idiots,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:35 +0100"
107,"3 Ring Circus",1954,Approved,"22 Jan 1955","103 min",,,USA,N/A,N/A,5.9,386,N/A,N/A,N/A,"3 Ring Circus",tt0047582,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:35 +0100"
108,"3 Women",1977,PG,"25 May 1977","124 min",,,USA,"Nominated for 1 BAFTA Film Award. Another 6 wins & 1 nomination.",71,7.9,"6,658",96,7.9,N/A,"3 Women",tt0075612,3_women,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:36 +0100"
109,4.3.2.1,2010,N/A,"02 Jun 2010","117 min",,,UK,N/A,N/A,5.9,"7,608",34,4.7,N/A,4.3.2.1,tt1514041,4321,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:36 +0100"
110,"40 Days and 40 Nights",2002,R,"01 Mar 2002","96 min",,,"USA, UK, France","1 win & 2 nominations.",53,5.6,"55,147",38,4.8,"As romantic comedies go, 40 Days and 40 Nights is smutty, sexist, and puerile.","40 Days and 40 Nights",tt0243736,40_days_and_40_nights,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:36 +0100"
111,"The 40-Year-Old Virgin",2005,R,"19 Aug 2005","116 min",,,USA,"8 wins & 6 nominations.",73,7.2,"236,781",85,7.2,"Steve Carell's first star turn scores big with a tender treatment of its titular underdog, using raunchy but realistically funny comedy to connect with adult audiences.","40 Year Old Virgin",tt0405422,40_year_old_virgin,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:36 +0100"
112,42,2013,PG-13,"12 Apr 2013","128 min",,,USA,"3 wins & 15 nominations.",62,7.6,"46,840",78,6.8,"42 is an earnest, inspirational, and respectfully told biography of an influential American sports icon, though it might be a little too safe and old-fashioned for some.","42 (film)",tt0453562,42_2013,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:37 +0100"
113,"42nd Street",1933,Unrated,"11 Mar 1933","89 min",,,USA,"Nominated for 2 Oscars. Another 1 win.",N/A,7.8,"6,607",95,7.8,N/A,"42nd Street (film)",tt0024034,42nd_street,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:37 +0100"
114,"44 Inch Chest",2009,R,"15 Jan 2010","95 min",,,UK,"1 win & 2 nominations.",47,5.8,"5,058",40,5.2,"An actor's movie with a strong cast, 44 Inch Chest can't quite redeem its static plotting and tonal shifts.","44 Inch Chest",tt0914837,44_inch_chest,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:37 +0100"
115,"47 Ronin",1994,N/A,"22 Oct 1994","132 min",,,Japan,"9 wins & 8 nominations.",N/A,6.6,260,56,N/A,N/A,"47 Ronin (1994 film)",tt0111170,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:38 +0100"
116,"47 Ronin",2013,PG-13,"25 Dec 2013","118 min",,,USA,"3 nominations.",29,6.3,"59,828",13,4.1,"47 Ronin is a surprisingly dull fantasy adventure, one that leaves its talented international cast stranded within one dimensional roles.","47 Ronin (2013 film)",tt1335975,47_ronin,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:38 +0100"
117,"48 Hrs.",1982,R,"08 Dec 1982","96 min",,,USA,"Nominated for 1 Golden Globe. Another 2 wins & 1 nomination.",71,6.9,"41,868",95,7.4,"Marking an auspicious feature film debut for Eddie Murphy, 48 Hrs. is a briskly paced action comedy that succeeds largely due to the outstanding chemistry between its two leads.","48 Hrs.",tt0083511,48_hrs,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:38 +0100"
118,"49th Parallel",1941,"Not Rated","15 Apr 1942","104 min",,,UK,"Won 1 Oscar. Another 2 nominations.",N/A,7.5,"3,598",88,7.1,N/A,"49th Parallel (film)",tt0033627,49th_parallel,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:38 +0100"
119,"4D Man",1959,Unrated,"07 Oct 1959","85 min",,,USA,N/A,N/A,5.9,820,N/A,N/A,N/A,"4D Man",tt0052530,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:39 +0100"
120,"4 Little Girls",1997,N/A,"09 Jul 1997","102 min",,,USA,"Nominated for 1 Oscar. Another 6 wins & 7 nominations.",89,7.8,"1,815",100,8.4,N/A,"4 Little Girls",tt0118540,4_little_girls,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:39 +0100"
121,"4 Months, 3 Weeks and 2 Days",2007,"Not Rated","14 Sep 2007","113 min",,,"Romania, Belgium","Nominated for 1 Golden Globe. Another 33 wins & 26 nominations.",97,7.9,"38,663",96,8.4,"Featuring gut-wrenching performances from Anamaria Marinca and Laura Vasiliu, 4 Months is a gripping portrayal of life in Communist Romania.","4 Months, 3 Weeks and 2 Days",tt1032846,4_months_3_weeks_and_2_days,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:39 +0100"
122,"4 for Texas",1963,Approved,"25 Dec 1963","124 min",,,USA,"1 nomination.",N/A,5.6,"1,802",11,4.1,N/A,"4 for Texas",tt0057071,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:41 +0100"
123,50/50,2011,R,"30 Sep 2011","100 min",,,USA,"Nominated for 2 Golden Globes. Another 9 wins & 9 nominations.",72,7.8,"211,569",93,7.7,"A good-hearted film about a difficult topic, 50/50 maneuvers between jokes and drama with surprising finesse.","50/50 (2011 film)",tt1306980,5050_2011,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:43 +0100"
124,"50 First Dates",2004,PG-13,"13 Feb 2004","99 min",,,USA,"6 wins & 9 nominations.",48,6.8,"207,274",44,5.4,"Gross-out humor overwhelms the easy chemistry between Adam Sandler and Drew Barrymore, who bring some energy and yucks to this tale of a girl with short-term memory loss and the guy who tries to get her to love him.","50 First Dates",tt0343660,50_first_dates,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:44 +0100"
125,"52 Pick-Up",1986,R,"07 Nov 1986","110 min",,,USA,"1 nomination.",N/A,6.3,"2,610",42,5.6,N/A,"52 Pick-Up",tt0090567,52_pickup,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:45 +0100"
126,54,1998,R,"28 Aug 1998","93 min",,,USA,"7 nominations.",33,5.7,"24,771",13,4.1,"Poor plot development and slow pacing keep 54 from capturing the energy of it's legendary namesake.","54 (film)",tt0120577,54,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:47 +0100"
127,"55 Days at Peking",1963,Unrated,"06 May 1963","154 min",,,USA,"Nominated for 2 Oscars. Another 2 wins & 1 nomination.",N/A,6.8,"3,595",57,5.4,N/A,"55 Days at Peking",tt0056800,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:49 +0100"
128,"Five Broken Cameras",2011,"Not Rated","20 Feb 2013","94 min",,,"Palestine, Israel, France, Netherlands","Nominated for 1 Oscar. Another 13 wins & 4 nominations.",78,7.9,"3,648",95,7.7,N/A,"5 Broken Cameras",tt2125423,5_broken_cameras_2012,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:51 +0100"
129,"5 Card Stud",1968,PG,"22 Nov 1968","103 min",,,USA,N/A,N/A,6.5,"1,859",N/A,N/A,N/A,"5 Card Stud",tt0062626,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:52 +0100"
130,"5 Days of War",2011,R,"06 Jun 2011","113 min",,,USA,N/A,31,5.6,"10,476",33,4.4,N/A,"5 Days of War",tt1486193,5_days_of_war,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:54 +0100"
131,"5 Fingers",1952,N/A,"22 Feb 1952","108 min",,,USA,"Nominated for 2 Oscars. Another 3 wins & 2 nominations.",N/A,7.8,"2,284",100,8.0,N/A,"5 Fingers",tt0044314,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:55 +0100"
132,"5ive Girls",2006,"Not Rated","10 Oct 2006","95 min",,,Canada,N/A,N/A,4.6,"2,363",N/A,N/A,N/A,"5ive Girls",tt0494199,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:41:57 +0100"
133,5x2,2004,R,"01 Sep 2004","90 min",,,France,"1 win & 2 nominations.",62,6.7,"6,679",65,6.2,"Five scenes from a marriage, deftly and poignantly presented.",5x2,tt0354356,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:01 +0100"
134,61*,2001,TV-MA,"28 Apr 2001","129 min",,,USA,"Nominated for 1 Golden Globe. Another 3 wins & 20 nominations.",N/A,7.9,"10,492",80,6.7,N/A,61*,tt0250934,61,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:03 +0100"
135,"633 Squadron",1964,Approved,"01 Apr 1964","102 min",,,"UK, USA",N/A,N/A,6.4,"2,042",N/A,N/A,N/A,"633 Squadron",tt0057811,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:04 +0100"
136,678,2010,N/A,"22 Dec 2010","100 min",,,Egypt,"10 wins & 4 nominations.",N/A,7.6,"1,662",80,6.6,N/A,"678 (film)",tt1764141,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:06 +0100"
137,"6 Angels",2006,N/A,"21 Nov 2006","106 min",,,USA,N/A,N/A,3.4,83,0,N/A,N/A,"6 Angels",tt0995809,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:09 +0100"
138,"7:35 in the Morning",2003,N/A,"23 Oct 2004","8 min",,,Spain,"Nominated for 1 Oscar. Another 8 wins & 1 nomination.",N/A,7.3,"1,211",14,N/A,N/A,"7:35 in the Morning",tt0406501,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:13 +0100"
139,"7 Faces of Dr. Lao",1964,N/A,"13 Aug 1964","100 min",,,USA,"Nominated for 1 Oscar. Another 1 win & 1 nomination.",N/A,7.3,"2,946",100,7.0,N/A,"7 Faces of Dr. Lao",tt0057812,seven_faces_of_dr_lao,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:15 +0100"
140,"7 Khoon Maaf",2011,N/A,"18 Feb 2011","137 min",,,India,"2 wins & 7 nominations.",N/A,6.2,"3,167",52,N/A,N/A,"7 Khoon Maaf",tt1629376,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:18 +0100"
141,"7 Seconds",2005,R,"16 Aug 2005","96 min",,,"UK, Romania, Switzerland, USA",N/A,N/A,4.8,"5,305",N/A,N/A,N/A,"7 Seconds (film)",tt0417395,7_seconds,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:20 +0100"
142,"7 Women",1966,N/A,"24 Mar 1966","87 min",,,USA,N/A,N/A,6.9,"1,237",N/A,N/A,N/A,"7 Women",tt0060050,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:22 +0100"
143,"84 Charing Cross Road",1987,PG,"13 Feb 1987","100 min",,,"UK, USA","Won 1 BAFTA Film Award. Another 2 wins & 3 nominations.",N/A,7.5,"4,959",86,7.6,N/A,"84 Charing Cross Road (film)",tt0090570,84_charing_cross_road,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:24 +0100"
144,"88 Minutes",2007,R,"18 Apr 2008","108 min",,,"USA, Germany, Canada","2 nominations.",17,5.9,"56,614",5,2.6,"88 Minutes is a shockingly inept psychological thriller that expertly squanders the talent at hand.","88 Minutes",tt0411061,88_minutes,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:25 +0100"
145,"8: The Mormon Proposition",2010,R,"24 Jan 2010","80 min",,,USA,"1 win.",55,7.1,"1,002",63,6.1,"It's unabashedly biased, but this look at the fight over gay marriage in California is impassioned and provocative.","8: The Mormon Proposition",tt1484522,8_the_mormon_proposition,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:27 +0100"
146,"8 Heads in a Duffel Bag",1997,R,"18 Apr 1997","95 min",,,"USA, UK","1 win.",15,5.2,"7,172",11,3.3,N/A,"8 Heads in a Duffel Bag",tt0118541,8_heads_in_a_duffel_bag,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:29 +0100"
147,"8 Mile",2002,R,"08 Nov 2002","110 min",,,"USA, Germany","Won 1 Oscar. Another 8 wins & 19 nominations.",77,6.9,"138,573",76,6.8,"Even though the story is overly familiar, there's enough here for an engaging ride.","8 Mile (film)",tt0298203,8_mile,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:31 +0100"
148,"8 Million Ways to Die",1986,R,"25 Apr 1986","115 min",,,USA,"1 win.",N/A,5.6,"2,738",0,3.1,N/A,"8 Million Ways to Die",tt0090568,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:32 +0100"
149,"8 Seconds",1994,PG-13,"25 Feb 1994","105 min",,,USA,N/A,N/A,6.4,"3,290",31,5.2,N/A,"8 Seconds",tt0109021,8_seconds,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:34 +0100"
150,"8 Women",2002,R,"20 Sep 2002","111 min",,,"France, Italy","10 wins & 25 nominations.",64,7.1,"20,357",79,7.0,"Featuring some of the best French actresses working today, 8 Women is frothy, delirious, over-the-top fun.","8 Women",tt0283832,8_women,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:36 +0100"
151,8MM,1999,R,"26 Feb 1999","123 min",,,"USA, Germany","2 wins & 1 nomination.",19,6.5,"90,334",23,4.2,"Its sadistic violence is unappealing and is lacking in suspense and mystery.","8mm (film)",tt0134273,8mm,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:38 +0100"
152,"8MM 2",2005,R,"22 Nov 2005","106 min",,,"USA, Hungary",N/A,N/A,4.6,"3,197",22,N/A,N/A,"8mm 2",tt0448172,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:39 +0100"
153,"8½",1963,"Not Rated","25 Jun 1963","138 min",,,"Italy, France","Won 2 Oscars. Another 14 wins & 8 nominations.",N/A,8.2,"59,264",97,8.3,N/A,"8½",tt0056801,8-12,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:41 +0100"
154,"8 ½ Women",1999,R,"10 Dec 1999","118 min",,,"UK, Netherlands, Luxembourg, Germany","1 nomination.",36,5.8,"3,027",41,4.9,N/A,"8½ Women",tt0154443,8_12_women,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:44 +0100"
155,"Screams of Blasphemy",1991,N/A,"14 Sep 1991","97 min",,,Japan,"1 win.",N/A,5.6,924,N/A,N/A,N/A,"964 Pinocchio",tt0225009,pinocchio_964,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:46 +0100"
156,976-EVIL,1988,R,"24 Mar 1989","92 min",,,USA,N/A,N/A,4.8,"2,800",9,2.7,N/A,976-EVIL,tt0094597,976evil,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:49 +0100"
157,9,2005,Unrated,N/A,"11 min",,,N/A,N/A,N/A,7.5,"2,132",84,N/A,N/A,"9 (2005 film)",tt0443424,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:52 +0100"
158,9,2009,PG-13,"09 Sep 2009","79 min",,,USA,"6 nominations.",60,7.1,"87,682",57,5.9,"Although its story is perhaps too familiar and less complex than some might wish, 9 is visually spectacular, and director Shane Acker's attention to detail succeeds in drawing viewers into the film's universe.","9 (2009 animated film)",tt0472033,1205483_nine,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:53 +0100"
159,"9 Songs",2004,"Not Rated","11 Mar 2005","71 min",,,UK,"1 win & 2 nominations.",43,4.9,"14,812",24,4.4,"The unerotic sex scenes quickly become tedious to watch, and the lovers lack the personality necessary to make viewers care about them.","9 Songs",tt0411705,9_songs,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:55 +0100"
160,"9th Company",2005,R,"29 Sep 2005","139 min",,,"Finland, Russia, Ukraine","8 wins & 12 nominations.",N/A,7.2,"14,003",69,5.9,N/A,"9th Company",tt0417397,the-9th-company,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:56 +0100"
161,"Nine 1/2 Weeks",1986,R,"21 Feb 1986","117 min",,,USA,"3 nominations.",50,5.8,"23,583",64,5.7,N/A,"9½ Weeks",tt0091635,9_12_weeks,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:42:58 +0100"
162,"A Thousand Acres",1997,R,"19 Sep 1997","105 min",,,USA,"Nominated for 1 Golden Globe. Another 1 win.",N/A,6.0,"3,909",23,4.2,"A Thousand Acres makes disappointingly sudsy stuff out of the source material, but benefits from solid performances by a strong cast.","A Thousand Acres (film)",tt0120323,thousand_acres,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:00 +0100"
163,"A Thousand Clowns",1965,Unrated,"09 Sep 1966","118 min",,,USA,"Won 1 Oscar. Another 3 wins & 7 nominations.",N/A,7.7,"2,118",69,6.8,N/A,"A Thousand Clowns",tt0059798,thousand_clowns,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:02 +0100"
164,Catch-22,1970,R,"24 Jun 1970","122 min",,,USA,"Nominated for 1 BAFTA Film Award. Another 1 win & 4 nominations.",N/A,7.2,"14,967",88,7.3,N/A,"Catch-22 (film)",tt0065528,catch22,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:06 +0100"
165,"Catch .44",2011,R,"05 Jan 2012","94 min",,,USA,N/A,N/A,4.7,"12,266",N/A,N/A,N/A,"Catch .44",tt1886493,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:08 +0100"
166,"Day One",1989,N/A,"05 Mar 1989","141 min",,,"USA, Canada","Won 1 Primetime Emmy. Another 2 wins.",N/A,7.6,281,55,N/A,N/A,"Day One (1989 film)",tt0097159,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:11 +0100"
167,"Eight Crazy Nights",2002,PG-13,"27 Nov 2002","76 min",,,USA,"1 win & 2 nominations.",23,5.4,"15,143",12,3.1,"Sandler returns to his roots in this nauseating concoction filled with potty humor and product placements.","Eight Crazy Nights",tt0271263,adam_sandlers_eight_crazy_nights,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:13 +0100"
168,"Eight Men Out",1988,PG,"02 Sep 1988","119 min",,,USA,"2 nominations.",N/A,7.3,"12,984",86,7.2,"Perhaps less than absorbing for non-baseball fans, but nevertheless underpinned by strong performances from the cast and John Sayles' solid direction.","Eight Men Out",tt0095082,eight_men_out,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:15 +0100"
169,"Eight on the Lam",1967,N/A,"26 Apr 1967","107 min",,,USA,N/A,N/A,5.4,253,63,N/A,N/A,"Eight on the Lam",tt0061617,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:18 +0100"
170,"Five Easy Pieces",1970,R,"12 Sep 1970","98 min",,,USA,"Nominated for 4 Oscars. Another 21 wins & 11 nominations.",N/A,7.5,"20,567",86,8.3,N/A,"Five Easy Pieces",tt0065724,five_easy_pieces,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:21 +0100"
171,"Five Fingers",2006,R,"25 Aug 2006","87 min",,,USA,N/A,N/A,6.5,"6,051",N/A,N/A,N/A,"Five Fingers (2006 film)",tt0428541,10006874-five_fingers,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:23 +0100"
172,"Five Fingers of Death",1972,R,"21 Mar 1973","104 min",,,"Hong Kong",N/A,N/A,7.4,"1,472",75,N/A,N/A,"Five Fingers of Death",tt0070800,,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:26 +0100"
173,"Five Graves to Cairo",1943,Approved,"04 May 1943","96 min",,,USA,N/A,N/A,7.5,"2,817",100,7.6,N/A,"Five Graves to Cairo",tt0035884,five_graves_to_cairo,"2014-05-11 19:37:12 2014 +0100","2014-05-14 23:43:27 +0100"
